ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,SOUS_CATEGORIE_DESC,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,coord_x,coord_y,DEFAUT,Collet,Houppier,Racine,Tronc
region4,2004,2014,2016,25,grandiflora,passages fréquents et arrêts fréquents,Magnolia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913633.358,4221679.524,non,non,non,non,non
region6,2009,2015,2018,15,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914146.857,4222179.793,non,non,non,non,non
region2,2004,2015,2020,45,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir incertain, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915702.993,4225121.339,oui,non,oui,oui,non
region1,2004,2015,2018,25,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912926.666,4224985.595,non,non,non,non,non
region5,2004,2013,2015,65,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre vieillissant,Arbre vieillissant,Taille déclaircie,non,vigoureux,1915117.561,4222504.522,non,non,non,non,non
region2,2004,2015,2017,65,procera ,passages fréquents et arrêts fréquents,Ulmus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre vieillissant,Arbre vieillissant,Taille mise en sécurité,non,vigueur intermédiaire,1915297.436,4224624.032,oui,non,oui,non,non
region2,2004,2015,2020,35,grandiflora,passages fréquents et arrêts fréquents,Magnolia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille cohabitation,oui,vigoureux,1914647.738,4225138.556,non,non,non,non,non
region4,2004,2015,2015,45,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1913682.4,4223476.396,oui,non,oui,non,non
region2,2004,2015,2017,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914677.68,4224059.806,oui,non,oui,non,non
region3,2004,2014,2016,35,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912998.822,4222972.293,non,non,non,non,non
region5,2004,2015,2016,25,betulus,passages fréquents ou arrêts,Carpinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915352.637,4224654.424,non,non,non,non,non
region1,2004,2013,2014,25,japonica,passages fréquents et arrêts fréquents,Sophora,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigueur intermédiaire,1913193.866,4224648.515,non,non,non,non,non
region6,2004,2014,2016,15,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915312.506,4221426.017,non,non,non,non,non
region6,2004,2015,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914652.7,4221659.512,non,non,non,non,non
region2,2004,2014,2015,85,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1914999.596,4225145.93,non,non,non,non,non
region2,2004,2015,2016,15,campestris,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915144.718,4224689.289,non,non,non,non,non
region4,2004,2014,2015,85,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1913950.559,4223184.053,oui,non,oui,non,non
region2,2004,2014,2014,25,bignonoides,passages fréquents et arrêts fréquents,Catalpa,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1915372.534,4225757.895,non,non,non,non,non
region2,2004,2013,2016,35,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigueur intermédiaire,1914131.548,4224164.919,oui,non,non,non,oui
region5,2004,2013,2018,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille déclaircie,non,vigoureux,1915121.222,4222540.606,non,non,non,non,non
region4,2004,2015,2018,25,papyrifera,passages fréquents et arrêts fréquents,Broussonetia,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914729.736,4222705.095,oui,non,oui,non,non
region5,2004,2014,2016,15,angustifolia,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915719.436,4223498.719,oui,non,non,non,oui
region5,2004,2013,2016,45,nigra,passages fréquents et arrêts fréquents,Populus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915563.938,4223276.07,oui,oui,non,oui,oui
region5,2004,2014,2016,15,serrulata,passages fréquents et arrêts fréquents,Prunus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915522.504,4222706.302,non,non,non,non,non
region2,2004,2014,2016,25,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir incertain, 11-20,Arbre denceintes fermées,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1915278.515,4225000.627,non,non,non,non,non
region6,2004,2014,2014,35,campestris,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914556.667,4221601.644,non,non,non,non,non
region2,2004,2013,2014,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille de bois mort,oui,vigoureux,1915078.163,4224628.934,non,non,non,non,non
region6,2004,2015,2018,35,cordata,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914436.471,4221792.882,oui,non,oui,non,non
region2,2004,2015,2016,25,campestris,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1915148.256,4224646.548,oui,non,non,non,oui
region5,2004,2013,2018,25,calleryana,passages fréquents ou arrêts,Pyrus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1914946.569,4222672.441,non,non,non,non,non
region5,2004,2013,2016,55,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915699.407,4223704.675,non,non,non,non,non
region3,2004,2015,2018,45,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1912846.378,4222839.475,non,non,non,non,non
region4,2004,2014,2016,25,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914571.453,4223365.459,non,non,non,non,non
region5,2004,2014,2017,15,soulangiana,passages fréquents et arrêts fréquents,Magnolia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915561.241,4223577.925,oui,non,non,non,oui
region6,2004,2014,2014,5,campestris,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914539.131,4221552.558,non,non,non,non,non
region5,2004,2015,2017,25,lawsoniana,passages fréquents et arrêts fréquents,Chamaecyparis,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1916198.559,4222836.698,non,non,non,non,non
region6,2004,2013,2016,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913699.851,4221450.919,non,non,non,non,non
region2,2004,2014,2014,35,nigra,passages fréquents et arrêts fréquents,Populus,Arbre à abattre dans les 10 ans, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Taille de bois mort,non,vieillissement dépérissement,1914399.064,4224095.856,oui,non,oui,non,non
region6,2004,2013,2016,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913568.61,4221508.41,non,non,non,non,non
region3,2004,2013,2016,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912607.325,4221819.215,non,non,non,non,non
region6,2004,2015,2016,35,inconnu,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigueur intermédiaire,1915276.073,4221542.158,non,non,non,non,non
region5,2004,2015,2016,35,excelsior,passages fréquents ou arrêts,Fraxinus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,inconnu,non,vigueur intermédiaire,1915304.43,4224861.146,non,non,non,non,non
region3,2004,2013,2012,35,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1912452.415,4221973.533,oui,non,oui,non,oui
region2,2004,2013,2016,25,hippocastanum,passages fréquents et arrêts fréquents,Aesculus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913742.609,4224623.881,non,non,non,non,non
region1,2004,2014,2014,25,americana,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1913426.388,4224347.677,non,non,non,non,non
region5,2004,2015,2017,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre à abattre dans les 10 ans, 6-10,Arbre de voirie,Arbre adulte,Arbre adulte,Taille mise en sécurité,oui,vigueur intermédiaire,1915118.881,4222168.75,oui,non,oui,non,non
region4,2009,2015,2016,15,inconnu,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915416.366,4222944.866,non,non,non,non,non
region2,2004,2014,2016,65,nigra,passages fréquents et arrêts fréquents,Populus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigueur intermédiaire,1915010.161,4225345.746,non,non,non,non,non
region6,2004,2015,2016,25,japonica,passages fréquents et arrêts fréquents,Sophora,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,inconnu,non,vigoureux,1914373.687,4221940.674,oui,non,oui,non,non
region2,2004,2013,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914931.473,4224393.495,non,non,non,non,non
region6,2004,2014,2014,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914528.242,4221459.425,oui,non,non,oui,non
region2,2004,2014,2016,35,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915234.369,4225045.038,non,non,non,non,non
region3,2004,2013,2015,35,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Aménagement pieds darbres,oui,vigoureux,1912858.623,4221888.718,non,non,non,non,non
region5,2011,2014,2014,5,tremula,passages fréquents ou arrêts,Populus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1915281.736,4222813.592,non,non,non,non,non
region6,2004,2015,2017,25,baccata,passages fréquents et arrêts fréquents,Taxus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914031.018,4221715.587,non,non,non,non,non
region6,2004,2014,2015,25,betulus,passages fréquents et arrêts fréquents,Carpinus,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914876.688,4221812.313,non,non,non,non,non
region4,2004,2015,2017,35,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1913591.015,4223140.992,oui,non,non,non,oui
region2,2004,2013,2016,15,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914787.042,4224682.547,non,non,non,non,non
region5,2004,2013,2016,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915733.211,4222663.53,non,non,non,non,non
region3,2004,2015,2016,45,robur,passages fréquents et arrêts fréquents,Quercus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1912829.441,4222848.911,non,non,non,non,non
region6,2004,2015,2017,0,inconnu,passages fréquents et arrêts fréquents,Salix,Arbre à abattre dans les 10 ans, 0-1,Arbre despaces ouverts,Arbre vieillissant,Arbre vieillissant,Controle,non,vigoureux,1915332.326,4221963.378,oui,non,non,non,oui
region5,2004,2014,2017,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915598.81,4223530.012,non,non,non,non,non
region2,2004,2013,2016,35,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913962.858,4224489.419,non,non,non,non,non
region2,2004,2013,2014,35,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1913934.167,4224571.529,oui,non,oui,non,non
region6,2004,2014,2014,45,platanoides,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914648.343,4221491.902,non,non,non,non,non
region3,2004,2013,2016,35,nigra,passages fréquents ou arrêts,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913245.309,4223016.503,non,non,non,non,non
region4,2004,2014,2016,35,frainetto,passages fréquents et arrêts fréquents,Quercus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914734.979,4223427.618,non,non,non,non,non
region3,2004,2013,2016,45,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912395.421,4221969.393,non,non,non,non,non
region4,2004,2014,2016,25,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914695.998,4222640.405,non,non,non,non,non
region6,2004,2014,2014,45,alba,passages fréquents ou arrêts,Populus,Arbre à abattre dans les 5 ans, 0-1,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914646.665,4221457.538,oui,oui,oui,non,non
region2,2014,2014,2020,15,canadensis,passages fréquents ou arrêts,Amélanchier,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1914085.635,4224018.226,non,non,non,non,non
region5,2004,2014,2019,15,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1914918.341,4222511.772,non,non,non,non,non
region3,2009,2015,2016,5,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre adulte,inconnu,non,vigoureux,1912660.38,4222724.406,oui,non,oui,non,non
region2,2004,2015,2020,25,campestris,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1915102.344,4224664.685,non,non,non,non,non
region1,2004,2014,2014,25,pendula,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1912898.756,4224260.77,non,non,non,non,non
region3,2004,2014,2014,25,concolor,passages fréquents et arrêts fréquents,Abies,Arbre à abattre dans les 5 ans, 1-5,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vieillissement dépérissement,1913045.778,4223006.405,oui,oui,oui,non,oui
region1,2007,2014,2014,5,sempervirens,passages fréquents et arrêts fréquents,Cupressus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle tuteur attache ou protection,non,vigoureux,1913446.324,4224397.424,non,non,non,non,non
